run_tag,route_name,completed,total_time_sec,distance_travelled_m,straight_line_dist_m,path_efficiency,mean_speed_mps,max_speed_mps,mean_abs_cte_m,rms_cte_m,max_abs_cte_m,waypoints_completed,mean_u_ref,mean_left_thrust,mean_right_thrust
route_straight.yaml_20260414_123644,route_straight.yaml_20260414_123644,1,144.000,192.532,183.267,0.9519,1.5203,2.1263,2.8449,4.1651,10.3632,9,2.6745,267.6199,278.2054
