t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
1.280,0,1,heuristic,0.0037,0.0086,1.0000,-0.0064,-0.0065,0.0091,-0.0143,1.7160,2.5000,9.5383,2.0645,27.9320,0.7160,3.0000,0.0000,2.0000,0,23.6757,110.0000,110.0000,110.0000,0.0000,0.0000,0.0000,110.0000,110.0000
1.330,0,1,heuristic,0.0037,0.0086,1.0000,-0.0064,-0.0065,0.0091,-0.0080,1.7160,2.5000,9.5387,2.0645,27.9323,0.7160,3.0000,0.0000,2.0000,0,23.6757,220.0000,220.0000,220.0000,0.0000,0.0000,0.0000,220.0000,220.0000
1.380,0,1,heuristic,0.0036,0.0083,1.0000,-0.0059,-0.0065,0.0087,-0.0095,1.7160,2.5000,9.5387,2.0645,27.9323,0.7160,3.0000,0.0000,2.0000,0,23.6757,305.1135,239.4959,272.3047,-32.8088,0.0000,0.0000,305.1135,239.4959
1.430,0,1,heuristic,0.0033,0.0079,1.0000,-0.0057,-0.0067,0.0088,-0.0077,1.7160,2.5000,9.5390,2.0645,27.9326,0.7160,3.0000,0.0000,2.0000,0,23.6757,332.2016,260.7278,296.4647,-35.7369,0.0000,0.0000,332.2016,260.7278
1.480,0,1,heuristic,0.0029,0.0075,1.0000,-0.0060,-0.0071,0.0093,0.0088,1.7160,2.5000,9.5394,2.0645,27.9330,0.7160,3.0000,0.0000,2.0000,0,23.6757,428.9810,326.1626,377.5718,-51.4092,0.0000,0.0000,428.9810,326.1626
1.530,0,1,heuristic,0.0025,0.0071,1.0000,-0.0064,-0.0071,0.0096,-0.0160,1.7160,2.5000,9.5399,2.0645,27.9333,0.7160,3.0000,0.0000,2.0000,0,23.6757,425.0478,339.2812,382.1645,-42.8833,0.0000,0.0000,425.0478,339.2812
1.580,0,1,heuristic,0.0025,0.0071,1.0000,-0.0064,-0.0071,0.0096,-0.0045,1.7160,2.5000,9.5404,2.0645,27.9336,0.7160,3.0000,0.0000,2.0000,0,23.6757,503.6216,360.5376,432.0796,-71.5420,0.0000,0.0000,503.6216,360.5376
1.630,0,1,heuristic,0.0022,0.0070,1.0000,-0.0065,-0.0062,0.0090,-0.0008,1.7160,2.5000,9.5404,2.0645,27.9336,0.7160,3.0000,0.0000,2.0000,0,23.6757,529.5952,316.0680,422.8316,-106.7636,0.0000,0.0000,529.5952,316.0680
1.680,0,1,heuristic,0.0021,0.0072,1.0000,-0.0056,-0.0040,0.0068,0.0010,1.7160,2.5000,9.5408,2.0645,27.9337,0.7160,3.0000,0.0000,2.0000,0,23.6757,586.1160,303.4476,444.7818,-141.3342,0.0000,0.0000,586.1160,303.4476
1.730,0,1,heuristic,0.0023,0.0079,1.0000,-0.0037,-0.0004,0.0037,0.0025,1.7160,2.5000,9.5407,2.0645,27.9334,0.7159,3.0000,0.0000,2.0000,0,23.6757,622.5940,389.1234,505.8587,-116.7353,0.0000,0.0000,622.5940,389.1234
