t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
1.394,0,0,heuristic,0.0239,-0.0648,1.0165,0.0365,-0.0674,0.0766,0.0227,1.7172,2.5000,9.5422,2.0645,28.0375,0.7013,3.0000,0.0000,2.0000,0,23.6757,220.0000,220.0000,220.0000,0.0000,26.1727,26.3404,219.8324,272.5131
1.444,0,0,heuristic,0.0259,-0.0684,1.0171,0.0378,-0.0689,0.0786,0.0168,1.7173,2.5000,9.5417,2.0645,28.0411,0.7008,3.0000,0.0000,2.0000,0,23.6757,305.2006,239.4292,272.3149,-32.8857,26.1514,26.4056,304.9464,291.9862
1.494,0,0,heuristic,0.0259,-0.0684,1.0175,0.0378,-0.0689,0.0786,0.0018,1.7174,2.5000,9.5416,2.0645,28.0450,0.7003,3.0000,0.0000,2.0000,0,23.6757,332.9078,261.3651,297.1365,-35.7714,26.1514,26.5949,332.4644,314.1115
1.544,0,0,heuristic,0.0278,-0.0729,1.0181,0.0375,-0.0724,0.0815,0.0095,1.7174,2.5000,9.5416,2.0645,28.0450,0.6998,3.0000,0.0000,2.0000,0,23.6757,429.3599,324.5723,376.9661,-52.3938,26.1196,26.4731,429.0064,377.1650
1.594,0,0,heuristic,0.0293,-0.0778,1.0185,0.0360,-0.0783,0.0862,0.0043,1.7174,2.5000,9.5420,2.0645,28.0497,0.6993,3.0000,0.0000,2.0000,0,23.6757,426.9603,334.8868,380.9235,-46.0367,26.0690,26.5310,426.4982,387.4869
1.644,0,0,heuristic,0.0305,-0.0837,1.0191,0.0334,-0.0851,0.0914,0.0092,1.7174,2.5000,9.5431,2.0645,28.0548,0.6989,3.0000,0.0000,2.0000,0,23.6757,500.1324,352.3911,426.2618,-73.8707,26.0124,26.4472,499.6975,404.8507
1.694,0,0,heuristic,0.0313,-0.0896,1.0197,0.0303,-0.0928,0.0976,-0.0030,1.7174,2.5000,9.5448,2.0645,28.0607,0.6983,3.0000,0.0000,2.0000,0,23.6757,500.1324,352.3911,426.2618,-73.8707,25.9459,26.5950,499.4833,404.9320
1.744,0,0,heuristic,0.0321,-0.0960,1.0202,0.0273,-0.0990,0.1027,0.0060,1.7174,2.5000,9.5468,2.0645,28.0667,0.6978,3.0000,0.0000,2.0000,0,23.6757,584.9823,293.4368,439.2096,-145.7727,25.8904,26.4571,584.4156,345.7844
1.794,0,0,heuristic,0.0329,-0.1020,1.0206,0.0252,-0.1041,0.1071,-0.0037,1.7174,2.5000,9.5492,2.0645,28.0732,0.6972,3.0000,0.0000,2.0000,0,23.6757,622.2983,377.3954,499.8469,-122.4515,25.8432,26.5746,621.5669,429.8131
1.844,0,0,heuristic,0.0340,-0.1079,1.0212,0.0243,-0.1062,0.1089,-0.0158,1.7174,2.5000,9.5513,2.0645,28.0792,0.6968,3.0000,0.0000,2.0000,0,23.6757,607.6700,402.6990,505.1845,-102.4855,25.8240,26.7193,606.7747,455.2422
1.894,0,0,heuristic,0.0358,-0.1117,1.0216,0.0270,-0.1007,0.1042,-0.0182,1.7174,2.5000,9.5532,2.0645,28.0853,0.6963,3.0000,0.0000,2.0000,0,23.6757,607.6700,402.6990,505.1845,-102.4855,25.8744,26.7402,606.8042,455.3136
1.944,0,0,heuristic,0.0411,-0.1095,1.0216,0.0420,-0.0719,0.0832,-0.0305,1.7175,2.5000,9.5534,2.0645,28.0893,0.6959,3.0000,0.0000,2.0000,0,23.6757,542.5332,447.2419,494.8875,-47.6456,26.1010,26.9039,541.7303,500.2468
1.994,0,0,heuristic,0.0499,-0.1009,1.0213,0.0703,-0.0216,0.0735,-0.0132,1.7177,2.5000,9.5476,2.0645,28.0878,0.6960,3.0000,0.0000,2.0000,0,23.6757,617.1572,489.4963,553.3268,-63.8305,26.2058,26.6889,616.6741,542.3909
2.044,0,0,heuristic,0.0636,-0.0845,1.0208,0.1090,0.0456,0.1181,-0.0180,1.7180,2.5000,9.5358,2.0645,28.0806,0.6967,3.0000,0.0000,2.0000,0,23.6757,785.3935,490.4416,637.9175,-147.4759,25.7240,26.7808,784.3367,542.9464
2.094,0,0,heuristic,0.0807,-0.0624,1.0198,0.1584,0.1286,0.2040,-0.0428,1.7186,2.5000,9.5160,2.0645,28.0664,0.6979,3.0000,0.0000,2.0000,0,23.6757,785.3935,490.4416,637.9175,-147.4759,24.7966,27.1598,783.0302,542.3980
2.144,0,0,heuristic,0.1037,-0.0307,1.0189,0.2151,0.2248,0.3112,-0.0415,1.7193,2.5000,9.4905,2.0645,28.0471,0.6995,3.0000,0.0000,2.0000,0,23.6757,861.3581,456.4210,658.8895,-202.4685,23.6394,27.1949,857.8026,507.2553
2.194,0,0,heuristic,0.1299,0.0073,1.0169,0.2811,0.3384,0.4399,-0.0718,1.7203,2.5000,9.4552,2.0645,28.0191,0.7014,3.0000,0.0000,2.0000,0,23.6757,829.9064,566.4210,698.1637,-131.7427,22.2488,27.6946,824.4606,616.3645
