t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
1.439,0,0,heuristic,0.0024,0.0069,1.0000,-0.0066,-0.0068,0.0095,0.0075,1.6935,2.5000,-17.8887,1.0058,28.1834,0.6935,3.0000,0.0000,2.0000,0,14.1273,110.0000,110.0000,110.0000,0.0000,26.8979,16.7352,120.1627,153.6331
1.489,0,0,heuristic,0.0023,0.0066,1.0000,-0.0060,-0.0067,0.0090,-0.0065,1.6935,2.5000,-17.8887,1.0058,28.1837,0.6935,3.0000,0.0000,2.0000,0,14.1273,168.4141,220.0000,194.2071,25.7929,26.9028,16.9231,178.3938,263.8259
1.539,0,0,heuristic,0.0023,0.0066,1.0000,-0.0060,-0.0067,0.0090,0.0033,1.6934,2.5000,-17.8888,1.0058,28.1839,0.6934,3.0000,0.0000,2.0000,0,14.1273,141.4582,260.8727,201.1655,59.7072,26.9028,16.7916,151.5694,304.5671
1.589,0,0,heuristic,0.0034,0.0091,1.0001,0.0009,0.0057,0.0057,0.0005,1.6934,2.5000,-17.8888,1.0058,28.1839,0.6934,3.0000,0.0000,2.0000,0,14.1273,109.2047,307.3948,208.2997,99.0951,26.9379,16.8263,119.3163,351.1590
1.640,0,0,heuristic,0.0034,0.0091,1.0002,0.0009,0.0057,0.0057,0.0075,1.6935,2.5000,-17.8884,1.0058,28.1816,0.6934,3.0000,0.0000,2.0000,0,14.1273,120.0662,362.8890,241.4776,121.4114,26.9379,16.7301,130.2740,406.5570
1.689,0,0,heuristic,0.0067,0.0139,1.0007,0.0134,0.0230,0.0267,0.0240,1.6935,2.5000,-17.8884,1.0058,28.1816,0.6933,3.0000,0.0000,2.0000,0,14.1273,29.3655,469.4017,249.3836,220.0181,26.7121,16.4939,39.5838,512.6076
1.739,0,0,heuristic,0.0122,0.0211,1.0012,0.0335,0.0487,0.0591,0.0380,1.6936,2.5000,-17.8886,1.0058,28.1772,0.6930,3.0000,0.0000,2.0000,0,14.1273,9.4373,505.9741,257.7057,248.2684,26.3617,16.2940,19.5050,548.6298
1.789,0,0,heuristic,0.0122,0.0211,1.0023,0.0335,0.0487,0.0591,0.0670,1.6939,2.5000,-17.8893,1.0058,28.1707,0.6927,3.0000,0.0000,2.0000,0,14.1273,-8.5532,553.7116,272.5792,281.1324,26.3617,15.8773,1.9312,595.9505
1.839,0,0,heuristic,0.0331,0.0465,1.0052,0.0987,0.1247,0.1591,0.1075,1.6939,2.5000,-17.8893,1.0058,28.1707,0.6916,3.0000,0.0000,2.0000,0,14.1273,12.8282,627.6881,320.2582,307.4299,25.2821,15.2421,22.8682,668.2123
1.889,0,0,heuristic,0.0331,0.0465,1.0074,0.0987,0.1247,0.1591,0.1212,1.6947,2.5000,-17.8934,1.0058,28.1481,0.6895,3.0000,0.0000,2.0000,0,14.1273,74.7145,737.6881,406.2013,331.4868,25.2821,15.0153,84.9813,777.9855
1.939,0,0,heuristic,0.0496,0.0656,1.0122,0.1424,0.1733,0.2243,0.1600,1.6947,2.5000,-17.8934,1.0058,28.1481,0.6873,3.0000,0.0000,2.0000,0,14.1273,-9.2322,787.4125,389.0901,398.3224,24.5781,14.3427,1.0031,826.3333
1.989,0,0,heuristic,0.0687,0.0877,1.0160,0.1936,0.2307,0.3011,0.1735,1.6954,2.5000,-17.8971,1.0058,28.1312,0.6831,3.0000,0.0000,2.0000,0,14.1273,-60.0811,763.0539,351.4864,411.5675,23.7478,14.0646,-50.3978,800.8663
2.039,0,0,heuristic,0.0933,0.1160,1.0237,0.2495,0.2934,0.3852,0.2315,1.6961,2.5000,-17.9014,1.0058,28.1116,0.6801,3.0000,0.0000,2.0000,0,14.1273,2.2830,792.7117,397.4974,395.2143,22.8402,13.0695,12.0538,828.6214
2.089,0,0,heuristic,0.1204,0.1467,1.0313,0.3126,0.3626,0.4788,0.2672,1.6971,2.5000,-17.9070,1.0058,28.0866,0.6735,3.0000,0.0000,2.0000,0,14.1273,56.7417,796.1345,426.4381,369.6964,21.8293,12.3825,66.1886,830.3463
2.139,0,0,heuristic,0.1204,0.1467,1.0403,0.3126,0.3626,0.4788,0.2900,1.6982,2.5000,-17.9135,1.0058,28.0596,0.6669,3.0000,0.0000,2.0000,0,14.1273,18.3612,770.7506,394.5559,376.1947,21.8293,11.8316,28.3589,804.4116
2.189,0,0,heuristic,0.1529,0.1834,1.0533,0.3752,0.4312,0.5716,0.3528,1.6982,2.5000,-17.9135,1.0058,28.0596,0.6580,3.0000,0.0000,2.0000,0,14.1273,56.3255,798.6306,427.4781,371.1525,20.8267,10.5812,66.5711,830.0385
2.239,0,0,heuristic,0.1868,0.2219,1.0590,0.4414,0.5052,0.6709,0.3453,1.6996,2.5000,-17.9213,1.0058,28.0274,0.6463,3.0000,0.0000,2.0000,0,14.1273,83.0953,721.3088,402.2021,319.1068,19.7546,10.5443,92.3056,751.6077
2.289,0,0,heuristic,0.2262,0.2667,1.0713,0.5046,0.5766,0.7662,0.3875,1.7009,2.5000,-17.9294,1.0058,27.9936,0.6419,3.0000,0.0000,2.0000,0,14.1273,147.3701,773.9289,460.6495,313.2794,18.7245,9.6356,156.4590,802.2890
2.339,0,0,heuristic,0.2663,0.3127,1.0881,0.5706,0.6527,0.8670,0.4012,1.7025,2.5000,-17.9386,1.0058,27.9543,0.6312,3.0000,0.0000,2.0000,0,14.1273,161.8819,883.9289,522.9054,361.0235,17.6366,8.9776,170.5409,910.5431
2.389,0,0,heuristic,0.2663,0.3127,1.0989,0.5706,0.6527,0.8670,0.3997,1.7042,2.5000,-17.9479,1.0058,27.9141,0.6161,3.0000,0.0000,2.0000,0,14.1273,94.0232,993.8873,543.9552,449.9321,17.6366,8.7119,102.9478,1000.0000
2.439,0,0,heuristic,0.3118,0.3657,1.1139,0.6315,0.7263,0.9625,0.4103,1.7042,2.5000,-17.9479,1.0058,27.9141,0.6053,3.0000,0.0000,2.0000,0,14.1273,73.4932,987.2069,530.3501,456.8569,16.6054,8.1033,81.9953,1000.0000
2.489,0,0,heuristic,0.3576,0.4203,1.1296,0.6962,0.8086,1.0670,0.4410,1.7060,2.5000,-17.9579,1.0058,27.8676,0.5922,3.0000,0.0000,2.0000,0,14.1273,73.4932,987.2069,530.3501,456.8569,15.4765,7.2581,81.7116,1000.0000
2.539,0,0,heuristic,0.4096,0.4836,1.1461,0.7568,0.8900,1.1683,0.4703,1.7079,2.5000,-17.9674,1.0058,27.8197,0.5783,3.0000,0.0000,2.0000,0,14.1273,228.1458,992.9614,610.5536,382.4078,14.3824,6.4083,236.1199,1000.0000
2.589,0,0,heuristic,0.4613,0.5478,1.1680,0.8209,0.9798,1.2782,0.4793,1.7101,2.5000,-17.9774,1.0058,27.7642,0.5640,3.0000,0.0000,2.0000,0,14.1273,274.5453,995.0708,634.8081,360.2628,13.1953,5.6736,282.0669,1000.0000
2.640,0,0,heuristic,0.4613,0.5478,1.1818,0.8209,0.9798,1.2782,0.4875,1.7123,2.5000,-17.9867,1.0058,27.7078,0.5443,3.0000,0.0000,2.0000,0,14.1273,340.3255,1000.0000,670.1627,329.8373,13.1953,5.1988,348.3220,1000.0000
2.689,0,0,heuristic,0.5187,0.6214,1.2008,0.8777,1.0668,1.3815,0.5042,1.7123,2.5000,-17.9867,1.0058,27.7078,0.5305,3.0000,0.0000,2.0000,0,14.1273,283.5489,999.3467,641.4478,357.8989,12.0801,4.3815,291.2475,1000.0000
2.739,0,0,heuristic,0.5749,0.6959,1.2203,0.9360,1.1640,1.4936,0.5220,1.7147,2.5000,-17.9958,1.0058,27.6432,0.5139,3.0000,0.0000,2.0000,0,14.1273,241.2777,1000.0000,620.6389,379.3611,10.8689,3.6094,248.5372,1000.0000
2.789,0,0,heuristic,0.6362,0.7806,1.2452,0.9845,1.2566,1.5964,0.5155,1.7171,2.5000,-18.0033,1.0058,27.5775,0.4968,3.0000,0.0000,2.0000,0,14.1273,182.0164,999.9941,591.0053,408.9889,9.7591,2.9942,188.7813,1000.0000
2.839,0,0,heuristic,0.6952,0.8647,1.2656,1.0338,1.3558,1.7050,0.5270,1.7198,2.5000,-18.0098,1.0058,27.5029,0.4745,3.0000,0.0000,2.0000,0,14.1273,153.6292,1000.0000,576.8146,423.1854,8.5865,2.2871,159.9285,1000.0000
2.889,0,0,heuristic,0.6952,0.8647,1.2863,1.0338,1.3558,1.7050,0.5420,1.7224,2.5000,-18.0146,1.0058,27.4285,0.4567,3.0000,0.0000,2.0000,0,14.1273,263.6292,973.1652,618.3972,354.7680,8.5865,1.5204,270.6952,983.2720
2.939,0,0,heuristic,0.7591,0.9579,1.3074,1.0725,1.4431,1.7980,0.5577,1.7224,2.5000,-18.0146,1.0058,27.4285,0.4361,3.0000,0.0000,2.0000,0,14.1273,261.1819,981.3310,621.2565,360.0745,7.5816,0.6513,268.1122,989.5638
2.989,0,0,heuristic,0.8201,1.0487,1.3288,1.1123,1.5330,1.8940,0.5573,1.7252,2.5000,-18.0186,1.0058,27.3461,0.4178,3.0000,0.0000,2.0000,0,14.1273,344.6629,1000.0000,672.3314,327.6685,6.5449,0.0763,351.1315,1000.0000
3.040,0,0,heuristic,0.8855,1.1485,1.3562,1.1414,1.6101,1.9737,0.5697,1.7279,2.5000,-18.0215,1.0058,27.2659,0.3991,3.0000,0.0000,2.0000,0,14.1273,413.8884,1000.0000,706.9442,293.0558,5.6841,-0.8599,420.4324,1000.0000
3.089,0,0,heuristic,0.9475,1.2458,1.3783,1.1716,1.6937,2.0594,0.5590,1.7309,2.5000,-18.0234,1.0058,27.1777,0.3747,3.0000,0.0000,2.0000,0,14.1273,313.7832,999.9995,656.8914,343.1081,4.7583,-1.3122,319.8538,1000.0000
3.139,0,0,heuristic,1.0135,1.3532,1.4059,1.1908,1.7678,2.1314,0.5605,1.7337,2.5000,-18.0236,1.0058,27.0916,0.3554,3.0000,0.0000,2.0000,0,14.1273,325.6112,1000.0000,662.8056,337.1944,3.9804,-2.1075,331.6990,1000.0000
3.189,0,0,heuristic,1.0754,1.4581,1.4282,1.2107,1.8515,2.2122,0.5585,1.7367,2.5000,-18.0218,1.0058,26.9965,0.3308,3.0000,0.0000,2.0000,0,14.1273,357.1611,998.4658,677.8134,320.6524,3.1080,-2.6784,362.9475,998.8955
3.239,0,0,heuristic,1.0754,1.4581,1.4504,1.2107,1.8515,2.2122,0.5585,1.7397,2.5000,-18.0180,1.0058,26.9033,0.3115,3.0000,0.0000,2.0000,0,14.1273,370.8079,1000.0000,685.4039,314.5961,3.1080,-3.2810,377.1969,999.8270
3.289,0,0,heuristic,1.1407,1.5731,1.4783,1.2196,1.9233,2.2774,0.5643,1.7397,2.5000,-18.0180,1.0058,26.9033,0.2893,3.0000,0.0000,2.0000,0,14.1273,292.7929,999.9905,646.3917,353.5988,2.4041,-4.2285,299.4255,998.1661
3.339,0,0,heuristic,1.2015,1.6845,1.4949,1.2294,2.0030,2.3502,0.5713,1.7428,2.5000,-18.0115,1.0058,26.8011,0.2645,3.0000,0.0000,2.0000,0,14.1273,220.6710,997.2967,608.9838,388.3128,1.6182,-4.7439,227.0331,994.1709
3.389,0,0,heuristic,1.2652,1.8060,1.5228,1.2282,2.0695,2.4066,0.5620,1.7457,2.5000,-18.0033,1.0058,26.7018,0.2508,3.0000,0.0000,2.0000,0,14.1273,330.6710,996.5848,663.6279,332.9569,1.0092,-5.3974,337.0776,992.1966
3.439,0,0,heuristic,1.3242,1.9228,1.5506,1.2286,2.1423,2.4696,0.5645,1.7489,2.5000,-17.9920,1.0058,26.5934,0.2261,3.0000,0.0000,2.0000,0,14.1273,440.6479,999.8143,720.2311,279.5832,0.3285,-6.2010,447.1774,993.9419
3.489,0,0,heuristic,1.3858,2.0486,1.5731,1.2196,2.1978,2.5136,0.5890,1.7519,2.5000,-17.9793,1.0058,26.4891,0.2012,3.0000,0.0000,2.0000,0,14.1273,550.6477,998.0526,774.3501,223.7025,-0.1466,-7.1380,557.6390,990.7680
3.539,0,0,heuristic,1.4426,2.1693,1.5956,1.2123,2.2610,2.5655,0.5670,1.7550,2.5000,-17.9640,1.0058,26.3765,0.1819,3.0000,0.0000,2.0000,0,14.1273,598.7172,999.6493,799.1833,200.4660,-0.7078,-7.4464,605.4559,991.4951
3.589,0,0,heuristic,1.4426,2.1693,1.6181,1.2123,2.2610,2.5655,0.5405,1.7580,2.5000,-17.9473,1.0058,26.2684,0.1624,3.0000,0.0000,2.0000,0,14.1273,496.2410,986.6848,741.4629,245.2219,-0.7078,-7.6984,503.2316,978.2786
3.639,0,0,heuristic,1.5541,2.4266,1.6513,1.1771,2.3765,2.6521,0.5252,1.7580,2.5000,-17.9473,1.0058,26.2684,0.1399,3.0000,0.0000,2.0000,0,14.1273,468.7761,976.8045,722.7903,254.0142,-1.6424,-8.5308,475.6644,966.6313
