t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
1.513,0,0,heuristic,-0.0002,-0.0058,0.9935,-0.0066,-0.0196,0.0206,-0.0043,1.6890,2.5000,-8.6593,1.3629,27.0318,0.6954,3.0000,0.0000,2.0000,0,16.3315,110.0000,110.0000,110.0000,0.0000,33.4715,21.2341,122.2373,164.7056
1.563,0,0,heuristic,-0.0002,-0.0058,0.9934,-0.0066,-0.0196,0.0206,-0.0015,1.6890,2.5000,-8.6589,1.3629,27.0333,0.6955,3.0000,0.0000,2.0000,0,16.3315,136.7602,220.0000,178.3801,41.6199,33.4715,21.1914,149.0403,274.6629
1.613,0,0,heuristic,-0.0006,-0.0070,0.9932,-0.0068,-0.0203,0.0214,0.0063,1.6890,2.5000,-8.6589,1.3629,27.0333,0.6956,3.0000,0.0000,2.0000,0,16.3315,99.7450,269.4330,184.5890,84.8440,33.4608,21.0669,112.1389,323.9607
1.663,0,0,heuristic,-0.0004,-0.0072,0.9931,-0.0050,-0.0172,0.0179,0.0095,1.6890,2.5000,-8.6587,1.3629,27.0344,0.6957,3.0000,0.0000,2.0000,0,16.3315,60.9378,319.6508,190.2943,129.3565,33.5085,21.0145,73.4318,374.1738
1.713,0,0,heuristic,0.0013,-0.0052,0.9933,0.0029,-0.0059,0.0066,0.0170,1.6890,2.5000,-8.6589,1.3629,27.0346,0.6958,3.0000,0.0000,2.0000,0,16.3315,8.5937,341.9161,175.2549,166.6612,33.6614,20.8830,21.3721,396.4605
1.763,0,0,heuristic,0.0052,-0.0008,0.9939,0.0183,0.0137,0.0229,0.0320,1.6890,2.5000,-8.6602,1.3629,27.0328,0.6958,3.0000,0.0000,2.0000,0,16.3315,-96.6396,315.2608,109.3106,205.9502,33.4413,20.6110,-83.8093,369.3130
1.813,0,0,heuristic,0.0118,0.0067,0.9946,0.0402,0.0395,0.0563,0.0575,1.6892,2.5000,-8.6631,1.3629,27.0289,0.6953,3.0000,0.0000,2.0000,0,16.3315,-115.2173,369.0878,126.9353,242.1526,32.9893,20.1624,-102.3904,422.2395
1.863,0,0,heuristic,0.0205,0.0160,0.9959,0.0682,0.0705,0.0981,0.0675,1.6895,2.5000,-8.6680,1.3629,27.0223,0.6949,3.0000,0.0000,2.0000,0,16.3315,-36.1820,372.9104,168.3642,204.5462,32.4262,19.9515,-23.7073,425.2881
1.913,0,0,heuristic,0.0321,0.0278,0.9986,0.0994,0.1019,0.1423,0.0945,1.6898,2.5000,-8.6746,1.3629,27.0141,0.6939,3.0000,0.0000,2.0000,0,16.3315,-105.6504,482.9104,188.6300,294.2804,31.8285,19.4084,-93.2302,534.1474
1.963,0,0,heuristic,0.0450,0.0407,1.0016,0.1332,0.1350,0.1897,0.1227,1.6903,2.5000,-8.6835,1.3629,27.0037,0.6917,3.0000,0.0000,2.0000,0,16.3315,-99.2842,592.8480,246.7819,346.0661,31.1893,18.8338,-86.9288,642.8711
2.013,0,0,heuristic,0.0450,0.0407,1.0055,0.1332,0.1350,0.1897,0.1423,1.6908,2.5000,-8.6935,1.3629,26.9925,0.6892,3.0000,0.0000,2.0000,0,16.3315,-147.8296,605.1768,228.6736,376.5032,31.1893,18.3749,-135.0151,654.7409
2.063,0,0,heuristic,0.0781,0.0741,1.0131,0.2060,0.2081,0.2928,0.1920,1.6908,2.5000,-8.6935,1.3629,26.9925,0.6853,3.0000,0.0000,2.0000,0,16.3315,-184.8074,669.6296,242.4111,427.2185,29.7968,17.2422,-172.2528,716.6687
2.113,0,0,heuristic,0.0781,0.0741,1.0195,0.2060,0.2081,0.2928,0.2400,1.6922,2.5000,-8.7190,1.3629,26.9633,0.6791,3.0000,0.0000,2.0000,0,16.3315,-148.1513,690.7639,271.3063,419.4576,29.7968,16.2377,-134.5922,736.7984
2.163,0,0,heuristic,0.0995,0.0955,1.0293,0.2470,0.2492,0.3509,0.2792,1.6922,2.5000,-8.7190,1.3629,26.9633,0.6727,3.0000,0.0000,2.0000,0,16.3315,-160.3325,777.3003,308.4839,468.8164,29.0135,15.1966,-146.5157,821.5104
