t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
1.342,0,1,heuristic,0.0297,-0.0914,1.0253,0.0318,-0.0974,0.1024,0.0090,1.6953,2.5000,-18.0547,1.0058,28.3798,0.6700,3.0000,0.0000,2.0000,0,14.1273,110.0000,110.0000,110.0000,0.0000,0.0000,0.0000,110.0000,110.0000
1.392,0,1,heuristic,0.0297,-0.0914,1.0257,0.0318,-0.0974,0.1024,0.0143,1.6953,2.5000,-18.0547,1.0058,28.3798,0.6697,3.0000,0.0000,2.0000,0,14.1273,168.4442,220.0000,194.2221,25.7779,0.0000,0.0000,168.4442,220.0000
1.442,0,1,heuristic,0.0310,-0.0971,1.0261,0.0302,-0.0997,0.1042,0.0135,1.6954,2.5000,-18.0588,1.0058,28.3856,0.6693,3.0000,0.0000,2.0000,0,14.1273,141.4225,260.8903,201.1564,59.7339,0.0000,0.0000,141.4225,260.8903
1.492,0,1,heuristic,0.0321,-0.1022,1.0263,0.0289,-0.1010,0.1050,-0.0043,1.6954,2.5000,-18.0624,1.0058,28.3908,0.6691,3.0000,0.0000,2.0000,0,14.1273,109.3091,307.3615,208.3353,99.0262,0.0000,0.0000,109.3091,307.3615
1.542,0,1,heuristic,0.0343,-0.1059,1.0266,0.0315,-0.0950,0.1001,0.0203,1.6954,2.5000,-18.0663,1.0058,28.3947,0.6688,3.0000,0.0000,2.0000,0,14.1273,120.2382,362.8361,241.5372,121.2990,0.0000,0.0000,120.2382,362.8361
1.592,0,1,heuristic,0.0343,-0.1059,1.0270,0.0315,-0.0950,0.1001,0.0200,1.6954,2.5000,-18.0663,1.0058,28.3947,0.6684,3.0000,0.0000,2.0000,0,14.1273,29.4829,469.3949,249.4389,219.9560,0.0000,0.0000,29.4829,469.3949
1.642,0,1,heuristic,0.0380,-0.1072,1.0275,0.0408,-0.0813,0.0910,0.0222,1.6956,2.5000,-18.0701,1.0058,28.3965,0.6681,3.0000,0.0000,2.0000,0,14.1273,10.0637,506.7527,258.4082,248.3445,0.0000,0.0000,10.0637,506.7527
1.691,0,1,heuristic,0.0444,-0.1058,1.0286,0.0569,-0.0597,0.0825,0.0650,1.6958,2.5000,-18.0747,1.0058,28.3959,0.6672,3.0000,0.0000,2.0000,0,14.1273,-8.5325,554.0212,272.7444,281.2768,0.0000,0.0000,-8.5325,554.0212
1.742,0,1,heuristic,0.0529,-0.1017,1.0300,0.0813,-0.0308,0.0869,0.0777,1.6961,2.5000,-18.0798,1.0058,28.3929,0.6661,3.0000,0.0000,2.0000,0,14.1273,11.8644,628.2288,320.0466,308.1822,0.0000,0.0000,11.8644,628.2288
1.792,0,1,heuristic,0.0529,-0.1017,1.0316,0.0813,-0.0308,0.0869,0.0945,1.6961,2.5000,-18.0798,1.0058,28.3929,0.6645,3.0000,0.0000,2.0000,0,14.1273,74.2954,738.2288,406.2621,331.9667,0.0000,0.0000,74.2954,738.2288
1.842,0,1,heuristic,0.0652,-0.0942,1.0352,0.1123,0.0044,0.1124,0.1383,1.6966,2.5000,-18.0861,1.0058,28.3870,0.6614,3.0000,0.0000,2.0000,0,14.1273,-8.8177,787.4673,389.3248,398.1425,0.0000,0.0000,-8.8177,787.4673
1.892,0,1,heuristic,0.0798,-0.0837,1.0404,0.1505,0.0472,0.1578,0.1735,1.6971,2.5000,-18.0928,1.0058,28.3784,0.6568,3.0000,0.0000,2.0000,0,14.1273,-59.2547,763.4182,352.0818,411.3364,0.0000,0.0000,-59.2547,763.4182
1.942,0,1,heuristic,0.0989,-0.0681,1.0442,0.1937,0.0979,0.2171,0.1940,1.6979,2.5000,-18.1005,1.0058,28.3653,0.6536,3.0000,0.0000,2.0000,0,14.1273,3.8085,786.7739,395.2912,391.4827,0.0000,0.0000,3.8085,786.7739
1.992,0,1,heuristic,0.0989,-0.0681,1.0489,0.1937,0.0979,0.2171,0.2405,1.6979,2.5000,-18.1005,1.0058,28.3653,0.6490,3.0000,0.0000,2.0000,0,14.1273,51.1535,788.0018,419.5777,368.4242,0.0000,0.0000,51.1535,788.0018
2.042,0,1,heuristic,0.1207,-0.0488,1.0561,0.2461,0.1584,0.2927,0.2477,1.6987,2.5000,-18.1087,1.0058,28.3490,0.6426,3.0000,0.0000,2.0000,0,14.1273,12.0853,749.3645,380.7249,368.6396,0.0000,0.0000,12.0853,749.3645
2.092,0,1,heuristic,0.1480,-0.0235,1.0623,0.3018,0.2241,0.3759,0.2787,1.6998,2.5000,-18.1182,1.0058,28.3274,0.6375,3.0000,0.0000,2.0000,0,14.1273,50.2452,778.4688,414.3570,364.1118,0.0000,0.0000,50.2452,778.4688
2.142,0,1,heuristic,0.1773,0.0052,1.0718,0.3637,0.2990,0.4708,0.2988,1.7009,2.5000,-18.1276,1.0058,28.3027,0.6292,3.0000,0.0000,2.0000,0,14.1273,82.5495,713.4782,398.0138,315.4643,0.0000,0.0000,82.5495,713.4782
2.192,0,1,heuristic,0.1773,0.0052,1.0797,0.3637,0.2990,0.4708,0.3280,1.7009,2.5000,-18.1276,1.0058,28.3027,0.6213,3.0000,0.0000,2.0000,0,14.1273,152.7227,781.1985,466.9606,314.2379,0.0000,0.0000,152.7227,781.1985
2.242,0,1,heuristic,0.2124,0.0408,1.0941,0.4256,0.3760,0.5679,0.3580,1.7023,2.5000,-18.1381,1.0058,28.2720,0.6082,3.0000,0.0000,2.0000,0,14.1273,165.1579,891.1985,528.1782,363.0203,0.0000,0.0000,165.1579,891.1985
2.292,0,1,heuristic,0.2487,0.0789,1.1101,0.4917,0.4594,0.6730,0.3698,1.7038,2.5000,-18.1484,1.0058,28.2390,0.5937,3.0000,0.0000,2.0000,0,14.1273,107.4354,994.1005,550.7679,443.3326,0.0000,0.0000,107.4354,994.1005
2.341,0,1,heuristic,0.2905,0.1242,1.1168,0.5543,0.5419,0.7751,0.3740,1.7055,2.5000,-18.1594,1.0058,28.1997,0.5887,3.0000,0.0000,2.0000,0,14.1273,74.1429,987.2096,530.6762,456.5333,0.0000,0.0000,74.1429,987.2096
2.391,0,1,heuristic,0.3331,0.1719,1.1344,0.6208,0.6323,0.8861,0.4000,1.7072,2.5000,-18.1698,1.0058,28.1582,0.5728,3.0000,0.0000,2.0000,0,14.1273,184.1429,1000.0000,592.0715,407.9285,0.0000,0.0000,184.1429,1000.0000
2.442,0,1,heuristic,0.3331,0.1719,1.1382,0.6208,0.6323,0.8861,0.4183,1.7072,2.5000,-18.1698,1.0058,28.1582,0.5690,3.0000,0.0000,2.0000,0,14.1273,205.5231,992.9614,599.2423,393.7191,0.0000,0.0000,205.5231,992.9614
2.492,0,1,heuristic,0.3816,0.2279,1.1574,0.6833,0.7212,0.9935,0.4542,1.7092,2.5000,-18.1809,1.0058,28.1094,0.5518,3.0000,0.0000,2.0000,0,14.1273,266.0683,995.0708,630.5695,364.5013,0.0000,0.0000,266.0683,995.0708
