t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
2.653,0,0,heuristic,-0.0019,-0.0004,1.0000,0.0000,0.0004,0.0005,-0.0023,1.7159,2.5000,9.5416,2.0645,27.9332,0.7159,3.0000,0.0000,2.0000,0,23.6757,110.0000,110.0000,110.0000,0.0000,33.7439,33.9375,109.8064,177.6814
2.703,0,0,heuristic,-0.0013,0.0004,1.0000,0.0027,0.0038,0.0046,0.0035,1.7159,2.5000,9.5406,2.0645,27.9325,0.7159,3.0000,0.0000,2.0000,0,23.6757,220.0000,220.0000,220.0000,0.0000,33.6878,33.8420,219.8457,287.5298
2.753,0,0,heuristic,-0.0013,0.0004,1.0000,0.0027,0.0038,0.0046,0.0083,1.7160,2.5000,9.5396,2.0645,27.9318,0.7160,3.0000,0.0000,2.0000,0,23.6757,305.1142,239.4951,272.3046,-32.8095,33.6878,33.7628,305.0391,306.9457
2.803,0,0,heuristic,-0.0005,0.0018,1.0001,0.0051,0.0084,0.0098,-0.0088,1.7160,2.5000,9.5396,2.0645,27.9318,0.7160,3.0000,0.0000,2.0000,0,23.6757,332.2071,260.7318,296.4694,-35.7377,33.6173,34.0442,331.7801,328.3932
2.853,0,0,heuristic,0.0014,0.0049,1.0003,0.0120,0.0193,0.0227,0.0168,1.7160,2.5000,9.5383,2.0645,27.9305,0.7159,3.0000,0.0000,2.0000,0,23.6757,428.9458,326.2598,377.6028,-51.3430,33.4433,33.6097,428.7794,393.3128
2.903,0,0,heuristic,0.0055,0.0110,1.0006,0.0254,0.0391,0.0466,0.0000,1.7161,2.5000,9.5352,2.0645,27.9278,0.7158,3.0000,0.0000,2.0000,0,23.6757,425.0187,339.4384,382.2286,-42.7901,33.1206,33.8818,424.2575,406.4408
2.953,0,0,heuristic,0.0117,0.0202,1.0009,0.0462,0.0697,0.0836,0.0073,1.7163,2.5000,9.5287,2.0645,27.9223,0.7156,3.0000,0.0000,2.0000,0,23.6757,502.3112,360.5947,431.4530,-70.8583,32.6209,33.7559,501.1762,426.9715
3.003,0,0,heuristic,0.0215,0.0348,1.0012,0.0747,0.1119,0.1345,-0.0047,1.7165,2.5000,9.5188,2.0645,27.9141,0.7156,3.0000,0.0000,2.0000,0,23.6757,528.1143,314.6734,421.3938,-106.7204,31.9342,33.9550,526.0935,380.5627
3.053,0,0,heuristic,0.0340,0.0537,1.0014,0.1119,0.1682,0.2020,0.0067,1.7170,2.5000,9.5033,2.0645,27.9011,0.7157,3.0000,0.0000,2.0000,0,23.6757,597.0939,288.5374,442.8156,-154.2782,31.0230,33.7716,594.3452,353.3320
3.103,0,0,heuristic,0.0340,0.0537,1.0015,0.1119,0.1682,0.2020,0.0000,1.7175,2.5000,9.4833,2.0645,27.8842,0.7161,3.0000,0.0000,2.0000,0,23.6757,635.4764,398.1035,516.7899,-118.6864,31.0230,33.9006,632.5987,463.0271
