t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
2.438,0,0,heuristic,-0.0042,-0.0419,0.9973,-0.0012,-0.0665,0.0666,0.0070,1.6891,2.5000,-8.6943,1.3629,27.1308,0.6918,3.0000,0.0000,2.0000,0,16.3315,136.7603,220.0000,178.3802,41.6198,26.2813,16.7201,146.3215,263.0014
2.488,0,0,heuristic,-0.0042,-0.0419,0.9973,-0.0012,-0.0665,0.0666,0.0123,1.6891,2.5000,-8.6943,1.3629,27.1308,0.6919,3.0000,0.0000,2.0000,0,16.3315,99.7450,269.4330,184.5890,84.8440,26.2813,16.6502,109.3761,312.3644
2.538,0,0,heuristic,-0.0038,-0.0450,0.9973,0.0004,-0.0650,0.0650,0.0163,1.6891,2.5000,-8.6953,1.3629,27.1339,0.6918,3.0000,0.0000,2.0000,0,16.3315,60.9356,319.6389,190.2873,129.3517,26.2978,16.5962,70.6372,362.5328
2.588,0,0,heuristic,-0.0029,-0.0467,0.9974,0.0043,-0.0593,0.0594,0.0120,1.6892,2.5000,-8.6966,1.3629,27.1357,0.6918,3.0000,0.0000,2.0000,0,16.3315,8.6154,341.9033,175.2593,166.6439,26.3582,16.6512,18.3223,384.9126
2.638,0,0,heuristic,-0.0001,-0.0466,0.9977,0.0141,-0.0471,0.0492,0.0430,1.6893,2.5000,-8.6993,1.3629,27.1360,0.6915,3.0000,0.0000,2.0000,0,16.3315,-96.6173,315.3937,109.3882,206.0055,26.4689,16.2266,-86.3750,358.0892
2.688,0,0,heuristic,-0.0001,-0.0466,0.9985,0.0141,-0.0471,0.0492,0.0555,1.6893,2.5000,-8.6993,1.3629,27.1360,0.6907,3.0000,0.0000,2.0000,0,16.3315,-115.2258,369.0498,126.9120,242.1378,26.4689,16.0343,-104.7913,411.5531
2.738,0,0,heuristic,0.0047,-0.0448,0.9999,0.0311,-0.0298,0.0430,0.0848,1.6895,2.5000,-8.7035,1.3629,27.1347,0.6896,3.0000,0.0000,2.0000,0,16.3315,-36.1304,373.2983,168.5840,204.7144,26.5351,15.6045,-25.1998,415.4379
2.788,0,0,heuristic,0.0121,-0.0412,1.0020,0.0535,-0.0100,0.0545,0.1153,1.6897,2.5000,-8.7101,1.3629,27.1320,0.6878,3.0000,0.0000,2.0000,0,16.3315,-105.9075,483.2983,188.6954,294.6029,26.4118,15.1383,-94.6340,524.8484
2.838,0,0,heuristic,0.0213,-0.0360,1.0041,0.0810,0.0134,0.0821,0.1225,1.6901,2.5000,-8.7180,1.3629,27.1280,0.6860,3.0000,0.0000,2.0000,0,16.3315,-95.6595,593.2703,248.8054,344.4649,26.1132,14.9864,-84.5327,634.3699
2.888,0,0,heuristic,0.0213,-0.0360,1.0067,0.0810,0.0134,0.0821,0.1465,1.6901,2.5000,-8.7180,1.3629,27.1280,0.6834,3.0000,0.0000,2.0000,0,16.3315,-142.0403,608.6477,233.3037,375.3440,26.1132,14.5819,-130.5090,649.3429
