t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
3.386,0,1,heuristic,0.0043,-0.0061,0.9923,0.0090,-0.0012,0.0091,0.0118,1.6928,2.5000,-17.8958,1.0058,28.2158,0.7006,3.0000,0.0000,2.0000,0,14.1273,110.0000,110.0000,110.0000,0.0000,0.0000,0.0000,110.0000,110.0000
3.436,0,1,heuristic,0.0043,-0.0061,0.9922,0.0090,-0.0012,0.0091,0.0083,1.6928,2.5000,-17.8958,1.0058,28.2158,0.7007,3.0000,0.0000,2.0000,0,14.1273,141.4623,260.8707,201.1665,59.7042,0.0000,0.0000,141.4623,260.8707
3.486,0,1,heuristic,0.0044,-0.0065,0.9921,0.0078,-0.0025,0.0082,0.0230,1.6928,2.5000,-17.8961,1.0058,28.2162,0.7007,3.0000,0.0000,2.0000,0,14.1273,109.1969,307.4138,208.3053,99.1085,0.0000,0.0000,109.1969,307.4138
3.536,0,1,heuristic,0.0049,-0.0060,0.9920,0.0082,-0.0002,0.0082,0.0108,1.6929,2.5000,-17.8963,1.0058,28.2158,0.7008,3.0000,0.0000,2.0000,0,14.1273,120.0232,362.9113,241.4672,121.4440,0.0000,0.0000,120.0232,362.9113
3.585,0,1,heuristic,0.0069,-0.0038,0.9921,0.0150,0.0090,0.0175,0.0272,1.6929,2.5000,-17.8968,1.0058,28.2139,0.7009,3.0000,0.0000,2.0000,0,14.1273,120.0232,362.9113,241.4672,121.4440,0.0000,0.0000,120.0232,362.9113
3.636,0,1,heuristic,0.0114,0.0009,0.9925,0.0291,0.0254,0.0387,0.0420,1.6931,2.5000,-17.8981,1.0058,28.2097,0.7006,3.0000,0.0000,2.0000,0,14.1273,9.1059,505.6450,257.3755,248.2695,0.0000,0.0000,9.1059,505.6450
3.686,0,1,heuristic,0.0114,0.0009,0.9933,0.0291,0.0254,0.0387,0.0475,1.6931,2.5000,-17.8981,1.0058,28.2097,0.6998,3.0000,0.0000,2.0000,0,14.1273,-8.5821,553.6120,272.5149,281.0971,0.0000,0.0000,-8.5821,553.6120
3.736,0,1,heuristic,0.0180,0.0080,0.9945,0.0510,0.0498,0.0713,0.0863,1.6931,2.5000,-17.8981,1.0058,28.2097,0.6998,3.0000,0.0000,2.0000,0,14.1273,-8.5821,553.6120,272.5149,281.0971,0.0000,0.0000,-8.5821,553.6120
3.786,0,1,heuristic,0.0281,0.0185,0.9958,0.0796,0.0803,0.1131,0.1023,1.6938,2.5000,-17.9028,1.0058,28.1943,0.6980,3.0000,0.0000,2.0000,0,14.1273,74.6887,737.4625,406.0756,331.3869,0.0000,0.0000,74.6887,737.4625
3.835,0,1,heuristic,0.0407,0.0314,0.9991,0.1162,0.1179,0.1656,0.1423,1.6943,2.5000,-17.9065,1.0058,28.1831,0.6952,3.0000,0.0000,2.0000,0,14.1273,74.6887,737.4625,406.0756,331.3869,0.0000,0.0000,74.6887,737.4625
3.885,0,1,heuristic,0.0407,0.0314,1.0017,0.1162,0.1179,0.1656,0.1623,1.6943,2.5000,-17.9065,1.0058,28.1831,0.6926,3.0000,0.0000,2.0000,0,14.1273,-9.4122,786.1946,388.3912,397.8034,0.0000,0.0000,-9.4122,786.1946
3.935,0,1,heuristic,0.0574,0.0488,1.0075,0.1571,0.1612,0.2251,0.1805,1.6950,2.5000,-17.9113,1.0058,28.1679,0.6875,3.0000,0.0000,2.0000,0,14.1273,-58.8148,761.4088,351.2970,410.1118,0.0000,0.0000,-58.8148,761.4088
3.985,0,1,heuristic,0.0767,0.0695,1.0133,0.2062,0.2154,0.2982,0.2008,1.6957,2.5000,-17.9165,1.0058,28.1497,0.6824,3.0000,0.0000,2.0000,0,14.1273,48.8139,781.9598,415.3868,366.5730,0.0000,0.0000,48.8139,781.9598
4.036,0,1,heuristic,0.1016,0.0963,1.0223,0.2606,0.2754,0.3791,0.2612,1.6967,2.5000,-17.9232,1.0058,28.1262,0.6744,3.0000,0.0000,2.0000,0,14.1273,4.6226,778.3337,391.4781,386.8555,0.0000,0.0000,4.6226,778.3337
4.086,0,1,heuristic,0.1289,0.1256,1.0310,0.3221,0.3421,0.4699,0.3095,1.6978,2.5000,-17.9306,1.0058,28.1007,0.6668,3.0000,0.0000,2.0000,0,14.1273,22.7306,805.7360,414.2333,391.5027,0.0000,0.0000,22.7306,805.7360
4.135,0,1,heuristic,0.1617,0.1613,1.0408,0.3841,0.4112,0.5627,0.3133,1.6991,2.5000,-17.9392,1.0058,28.0694,0.6583,3.0000,0.0000,2.0000,0,14.1273,56.9037,727.4608,392.1823,335.2785,0.0000,0.0000,56.9037,727.4608
4.185,0,1,heuristic,0.1963,0.1991,1.0549,0.4514,0.4865,0.6636,0.3553,1.7005,2.5000,-17.9481,1.0058,28.0363,0.6457,3.0000,0.0000,2.0000,0,14.1273,123.8441,784.5215,454.1828,330.3387,0.0000,0.0000,123.8441,784.5215
4.236,0,1,heuristic,0.1963,0.1991,1.0640,0.4514,0.4865,0.6636,0.3755,1.7005,2.5000,-17.9481,1.0058,28.0363,0.6365,3.0000,0.0000,2.0000,0,14.1273,127.7336,894.5215,511.1275,383.3939,0.0000,0.0000,127.7336,894.5215
