t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
3.288,0,1,heuristic,-0.0026,-0.0566,0.9972,-0.0019,-0.0699,0.0699,-0.0053,1.6927,2.5000,-17.9680,1.0058,28.3334,0.6956,3.0000,0.0000,2.0000,0,14.1273,110.0000,110.0000,110.0000,0.0000,0.0000,0.0000,110.0000,110.0000
3.338,0,1,heuristic,-0.0026,-0.0600,0.9972,-0.0018,-0.0702,0.0702,0.0073,1.6927,2.5000,-17.9699,1.0058,28.3371,0.6955,3.0000,0.0000,2.0000,0,14.1273,141.4568,260.8734,201.1651,59.7083,0.0000,0.0000,141.4568,260.8734
3.388,0,1,heuristic,-0.0026,-0.0631,0.9971,-0.0012,-0.0680,0.0681,-0.0045,1.6927,2.5000,-17.9717,1.0058,28.3405,0.6955,3.0000,0.0000,2.0000,0,14.1273,141.4568,260.8734,201.1651,59.7083,0.0000,0.0000,141.4568,260.8734
3.437,0,1,heuristic,-0.0017,-0.0646,0.9972,0.0028,-0.0607,0.0608,0.0152,1.6927,2.5000,-17.9734,1.0058,28.3436,0.6955,3.0000,0.0000,2.0000,0,14.1273,109.2074,307.3883,208.2979,99.0904,0.0000,0.0000,109.2074,307.3883
3.488,0,1,heuristic,-0.0017,-0.0646,0.9973,0.0028,-0.0607,0.0608,0.0215,1.6927,2.5000,-17.9749,1.0058,28.3452,0.6955,3.0000,0.0000,2.0000,0,14.1273,120.0811,362.8813,241.4812,121.4001,0.0000,0.0000,120.0811,362.8813
3.537,0,1,heuristic,0.0011,-0.0640,0.9976,0.0129,-0.0460,0.0478,0.0452,1.6927,2.5000,-17.9749,1.0058,28.3452,0.6954,3.0000,0.0000,2.0000,0,14.1273,9.0977,505.6595,257.3786,248.2809,0.0000,0.0000,9.0977,505.6595
3.587,0,1,heuristic,0.0057,-0.0611,0.9980,0.0296,-0.0247,0.0385,0.0380,1.6928,2.5000,-17.9769,1.0058,28.3449,0.6952,3.0000,0.0000,2.0000,0,14.1273,-8.5851,553.6815,272.5482,281.1333,0.0000,0.0000,-8.5851,553.6815
3.637,0,1,heuristic,0.0057,-0.0611,0.9987,0.0296,-0.0247,0.0385,0.0683,1.6930,2.5000,-17.9793,1.0058,28.3426,0.6949,3.0000,0.0000,2.0000,0,14.1273,13.3014,627.4934,320.3974,307.0960,0.0000,0.0000,13.3014,627.4934
3.688,0,1,heuristic,0.0134,-0.0551,1.0002,0.0533,0.0031,0.0534,0.0938,1.6930,2.5000,-17.9793,1.0058,28.3426,0.6943,3.0000,0.0000,2.0000,0,14.1273,13.3014,627.4934,320.3974,307.0960,0.0000,0.0000,13.3014,627.4934
3.737,0,1,heuristic,0.0238,-0.0466,1.0025,0.0857,0.0379,0.0937,0.1140,1.6933,2.5000,-17.9826,1.0058,28.3376,0.6931,3.0000,0.0000,2.0000,0,14.1273,74.6941,737.4934,406.0937,331.3997,0.0000,0.0000,74.6941,737.4934
3.788,0,1,heuristic,0.0384,-0.0336,1.0050,0.1248,0.0802,0.1483,0.1450,1.6937,2.5000,-17.9868,1.0058,28.3304,0.6911,3.0000,0.0000,2.0000,0,14.1273,-9.3779,785.9861,388.3041,397.6820,0.0000,0.0000,-9.3779,785.9861
