t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
2.168,0,1,heuristic,-0.0011,-0.0047,0.9946,0.0040,0.0002,0.0040,0.0115,1.7153,2.5000,9.5667,2.0645,27.9572,0.7203,3.0000,0.0000,2.0000,0,23.6757,110.0000,110.0000,110.0000,0.0000,0.0000,0.0000,110.0000,110.0000
2.217,0,1,heuristic,-0.0002,-0.0048,0.9942,0.0057,-0.0002,0.0057,0.0027,1.7153,2.5000,9.5648,2.0645,27.9562,0.7208,3.0000,0.0000,2.0000,0,23.6757,220.0000,220.0000,220.0000,0.0000,0.0000,0.0000,220.0000,220.0000
2.267,0,1,heuristic,-0.0008,-0.0070,0.9939,0.0012,-0.0082,0.0083,-0.0120,1.7154,2.5000,9.5641,2.0645,27.9564,0.7211,3.0000,0.0000,2.0000,0,23.6757,305.1094,239.4978,272.3036,-32.8058,0.0000,0.0000,305.1094,239.4978
2.317,0,1,heuristic,-0.0025,-0.0105,0.9936,-0.0052,-0.0177,0.0185,0.0125,1.7153,2.5000,9.5657,2.0645,27.9585,0.7214,3.0000,0.0000,2.0000,0,23.6757,332.1775,260.7109,296.4442,-35.7333,0.0000,0.0000,332.1775,260.7109
2.367,0,1,heuristic,-0.0036,-0.0132,0.9933,-0.0073,-0.0210,0.0222,0.0053,1.7153,2.5000,9.5688,2.0645,27.9617,0.7216,3.0000,0.0000,2.0000,0,23.6757,428.9923,326.0931,377.5427,-51.4496,0.0000,0.0000,428.9923,326.0931
2.417,0,1,heuristic,-0.0033,-0.0129,0.9931,-0.0044,-0.0155,0.0161,-0.0097,1.7152,2.5000,9.5711,2.0645,27.9642,0.7219,3.0000,0.0000,2.0000,0,23.6757,425.0059,339.2055,382.1057,-42.9002,0.0000,0.0000,425.0059,339.2055
2.467,0,1,heuristic,0.0037,-0.0032,0.9927,0.0236,0.0267,0.0356,-0.0008,1.7152,2.5000,9.5706,2.0645,27.9640,0.7221,3.0000,0.0000,2.0000,0,23.6757,505.2255,360.9980,433.1117,-72.1138,0.0000,0.0000,505.2255,360.9980
2.517,0,1,heuristic,0.0216,0.0231,0.9918,0.0812,0.1147,0.1405,-0.0170,1.7155,2.5000,9.5599,2.0645,27.9554,0.7228,3.0000,0.0000,2.0000,0,23.6757,531.2414,318.0944,424.6679,-106.5735,0.0000,0.0000,531.2414,318.0944
2.567,0,1,heuristic,0.0216,0.0231,0.9911,0.0812,0.1147,0.1405,-0.0203,1.7163,2.5000,9.5317,2.0645,27.9319,0.7245,3.0000,0.0000,2.0000,0,23.6757,603.3409,277.1889,440.2649,-163.0760,0.0000,0.0000,603.3409,277.1889
2.617,0,1,heuristic,0.0356,0.0447,0.9902,0.1189,0.1746,0.2113,-0.0225,1.7163,2.5000,9.5317,2.0645,27.9319,0.7252,3.0000,0.0000,2.0000,0,23.6757,646.7448,386.9988,516.8718,-129.8730,0.0000,0.0000,646.7448,386.9988
