t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
1.244,0,1,heuristic,-0.0028,-0.0010,1.0000,-0.0076,-0.0061,0.0098,0.0333,1.6935,2.5000,-17.8891,1.0058,28.1813,0.6935,3.0000,0.0000,2.0000,0,14.1273,110.0000,110.0000,110.0000,0.0000,0.0000,0.0000,110.0000,110.0000
1.295,0,1,heuristic,-0.0028,-0.0010,1.0000,-0.0076,-0.0061,0.0098,0.0097,1.6935,2.5000,-17.8889,1.0058,28.1823,0.6935,3.0000,0.0000,2.0000,0,14.1273,168.4147,220.0000,194.2074,25.7926,0.0000,0.0000,168.4147,220.0000
1.344,0,1,heuristic,-0.0034,-0.0017,1.0000,-0.0085,-0.0078,0.0115,0.0128,1.6935,2.5000,-17.8889,1.0058,28.1823,0.6935,3.0000,0.0000,2.0000,0,14.1273,141.4575,260.8731,201.1653,59.7078,0.0000,0.0000,141.4575,260.8731
1.394,0,1,heuristic,-0.0038,-0.0022,1.0000,-0.0082,-0.0081,0.0115,0.0200,1.6935,2.5000,-17.8888,1.0058,28.1830,0.6935,3.0000,0.0000,2.0000,0,14.1273,109.2050,307.3883,208.2967,99.0916,0.0000,0.0000,109.2050,307.3883
1.444,0,1,heuristic,-0.0038,-0.0022,1.0000,-0.0082,-0.0081,0.0115,0.0075,1.6935,2.5000,-17.8887,1.0058,28.1834,0.6935,3.0000,0.0000,2.0000,0,14.1273,120.0787,362.8816,241.4801,121.4015,0.0000,0.0000,120.0787,362.8816
1.494,0,1,heuristic,-0.0040,-0.0025,1.0000,-0.0073,-0.0077,0.0106,0.0220,1.6935,2.5000,-17.8887,1.0058,28.1834,0.6935,3.0000,0.0000,2.0000,0,14.1273,29.3745,469.4022,249.3884,220.0138,0.0000,0.0000,29.3745,469.4022
1.545,0,1,heuristic,-0.0041,-0.0028,1.0000,-0.0066,-0.0075,0.0099,0.0218,1.6935,2.5000,-17.8887,1.0058,28.1837,0.6935,3.0000,0.0000,2.0000,0,14.1273,9.3086,505.8544,257.5815,248.2729,0.0000,0.0000,9.3086,505.8544
1.594,0,1,heuristic,-0.0041,-0.0028,1.0000,-0.0066,-0.0075,0.0099,0.0045,1.6934,2.5000,-17.8888,1.0058,28.1839,0.6934,3.0000,0.0000,2.0000,0,14.1273,-8.5647,553.7082,272.5718,281.1365,0.0000,0.0000,-8.5647,553.7082
1.645,0,1,heuristic,-0.0044,-0.0032,1.0000,-0.0063,-0.0075,0.0098,-0.0025,1.6934,2.5000,-17.8888,1.0058,28.1839,0.6934,3.0000,0.0000,2.0000,0,14.1273,13.0185,627.6170,320.3178,307.2993,0.0000,0.0000,13.0185,627.6170
1.694,0,1,heuristic,-0.0048,-0.0036,1.0000,-0.0065,-0.0077,0.0101,0.0050,1.6934,2.5000,-17.8887,1.0058,28.1843,0.6934,3.0000,0.0000,2.0000,0,14.1273,74.4369,737.6170,406.0269,331.5901,0.0000,0.0000,74.4369,737.6170
