t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
2.994,0,0,learned,0.0017,0.0073,1.0000,0.0045,0.0063,0.0078,0.0103,1.6898,2.5000,-8.6684,1.3629,27.0003,0.6898,3.0000,0.0000,2.0000,0,16.3315,33.2397,998.0417,515.6407,482.4010,3.8930,-7.0645,44.1971,994.8701
2.999,0,0,learned,0.0017,0.0073,1.0000,0.0045,0.0063,0.0078,0.0103,1.6898,2.5000,-8.6684,1.3629,27.0003,0.6898,3.0000,0.0000,2.0000,0,16.3315,33.2397,998.0417,515.6407,482.4010,3.8930,-7.0645,44.1971,994.8701
3.022,0,0,learned,0.0018,0.0074,1.0000,0.0039,0.0057,0.0069,0.0030,1.6898,2.5000,-8.6684,1.3629,27.0002,0.6898,3.0000,0.0000,2.0000,0,16.3315,36.8470,999.9999,518.4234,481.5764,3.8966,-7.0541,47.7977,996.8424
3.073,0,0,learned,0.0017,0.0073,1.0000,0.0026,0.0041,0.0049,0.0055,1.6898,2.5000,-8.6684,1.3629,27.0002,0.6898,3.0000,0.0000,2.0000,0,16.3315,24.1508,995.6412,509.8960,485.7452,3.8962,-7.0534,35.1003,992.4839
3.122,0,0,learned,0.0036,0.0093,1.0006,0.0096,0.0108,0.0144,0.0790,1.6898,2.5000,-8.6698,1.3629,26.9986,0.6892,3.0000,0.0000,2.0000,0,16.3315,-24.3915,1000.0000,487.8043,512.1957,3.8602,-7.1725,-13.3588,996.6877
3.172,0,0,learned,0.0103,0.0155,1.0024,0.0356,0.0345,0.0496,0.1303,1.6901,2.5000,-8.6751,1.3629,26.9932,0.6877,3.0000,0.0000,2.0000,0,16.3315,12.9183,996.3355,504.6269,491.7086,3.7973,-7.2740,23.9896,992.8588
3.222,0,0,learned,0.0103,0.0155,1.0048,0.0356,0.0345,0.0496,0.1807,1.6901,2.5000,-8.6751,1.3629,26.9932,0.6853,3.0000,0.0000,2.0000,0,16.3315,5.7631,930.1651,467.9641,462.2010,3.7797,-7.3283,16.8711,926.6166
3.272,0,0,learned,0.0235,0.0275,1.0094,0.0789,0.0737,0.1080,0.2055,1.6907,2.5000,-8.6855,1.3629,26.9829,0.6813,3.0000,0.0000,2.0000,0,16.3315,0.8153,1000.0000,500.4076,499.5924,3.6772,-7.4231,11.9155,996.2541
3.322,0,0,learned,0.0413,0.0439,1.0158,0.1377,0.1276,0.1878,0.2610,1.6914,2.5000,-8.6996,1.3629,26.9686,0.6756,3.0000,0.0000,2.0000,0,16.3315,-64.6663,999.3620,467.3478,532.0142,3.5037,-7.5268,-53.6359,995.3389
3.372,0,0,learned,0.0662,0.0676,1.0261,0.2057,0.1930,0.2820,0.3058,1.6914,2.5000,-8.6996,1.3629,26.9686,0.6756,3.0000,0.0000,2.0000,0,16.3315,-57.4443,982.8326,462.6941,520.1384,3.3296,-7.6098,-46.5049,978.5523
