t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
2.373,0,0,heuristic,-0.0014,-0.0029,0.9983,-0.0052,-0.0101,0.0114,-0.0132,1.6897,2.5000,-8.6705,1.3629,27.0085,0.6914,3.0000,0.0000,2.0000,0,16.3315,110.0000,110.0000,110.0000,0.0000,26.8774,16.9816,119.8958,153.8590
2.423,0,0,heuristic,-0.0024,-0.0044,0.9982,-0.0078,-0.0140,0.0160,-0.0205,1.6897,2.5000,-8.6705,1.3629,27.0085,0.6915,3.0000,0.0000,2.0000,0,16.3315,136.7602,220.0000,178.3801,41.6199,26.8270,17.0801,146.5071,263.9071
2.472,0,0,heuristic,-0.0031,-0.0055,0.9982,-0.0094,-0.0157,0.0183,-0.0063,1.6897,2.5000,-8.6699,1.3629,27.0099,0.6915,3.0000,0.0000,2.0000,0,16.3315,99.7450,269.4330,184.5890,84.8440,26.8027,16.8880,109.6597,313.1238
2.522,0,0,heuristic,-0.0031,-0.0055,0.9982,-0.0094,-0.0157,0.0183,0.0003,1.6897,2.5000,-8.6694,1.3629,27.0109,0.6915,3.0000,0.0000,2.0000,0,16.3315,60.9386,319.6530,190.2958,129.3572,26.8027,16.7991,70.9423,363.2549
2.572,0,0,heuristic,-0.0025,-0.0045,0.9983,-0.0052,-0.0089,0.0103,0.0040,1.6897,2.5000,-8.6694,1.3629,27.0109,0.6914,3.0000,0.0000,2.0000,0,16.3315,8.5911,341.9183,175.2547,166.6636,26.8891,16.7454,18.7348,385.5528
2.622,0,0,heuristic,0.0002,-0.0011,0.9988,0.0074,0.0072,0.0103,0.0185,1.6897,2.5000,-8.6698,1.3629,27.0100,0.6914,3.0000,0.0000,2.0000,0,16.3315,-96.6361,315.3639,109.3639,206.0000,26.8889,16.5359,-86.2831,358.7887
2.673,0,0,heuristic,0.0060,0.0054,0.9997,0.0280,0.0309,0.0417,0.0442,1.6898,2.5000,-8.6718,1.3629,27.0069,0.6910,3.0000,0.0000,2.0000,0,16.3315,-115.2377,369.0489,126.9056,242.1433,26.5496,16.1669,-104.8551,411.7654
2.722,0,0,heuristic,0.0141,0.0139,1.0011,0.0560,0.0602,0.0822,0.0612,1.6901,2.5000,-8.6760,1.3629,27.0011,0.6904,3.0000,0.0000,2.0000,0,16.3315,-36.1891,373.0531,168.4320,204.6211,26.1119,15.9018,-25.9790,415.0669
2.772,0,0,heuristic,0.0141,0.0139,1.0032,0.0560,0.0602,0.0822,0.0945,1.6904,2.5000,-8.6822,1.3629,26.9936,0.6893,3.0000,0.0000,2.0000,0,16.3315,-105.7477,483.0531,188.6527,294.4004,26.1119,15.3991,-95.0349,524.5642
2.823,0,0,heuristic,0.0252,0.0250,1.0062,0.0875,0.0908,0.1261,0.1040,1.6904,2.5000,-8.6822,1.3629,26.9936,0.6872,3.0000,0.0000,2.0000,0,16.3315,-97.9562,593.0032,247.5235,345.4797,25.6378,15.1795,-87.4980,633.8205
