t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
3.295,0,0,heuristic,-0.0008,-0.0046,0.9981,-0.0064,-0.0140,0.0154,-0.0088,1.7159,2.5000,9.5457,2.0645,27.9424,0.7177,3.0000,0.0000,2.0000,0,23.6757,110.0000,110.0000,110.0000,0.0000,26.8339,27.2951,109.5389,164.1290
3.346,0,0,heuristic,-0.0005,-0.0045,0.9981,-0.0040,-0.0110,0.0117,0.0047,1.7159,2.5000,9.5460,2.0645,27.9429,0.7177,3.0000,0.0000,2.0000,0,23.6757,220.0000,220.0000,220.0000,0.0000,26.8736,27.1148,219.7588,273.9883
3.395,0,0,heuristic,-0.0005,-0.0045,0.9980,-0.0040,-0.0110,0.0117,-0.0265,1.7159,2.5000,9.5457,2.0645,27.9429,0.7178,3.0000,0.0000,2.0000,0,23.6757,305.1142,239.4955,272.3048,-32.8094,26.8736,27.5361,304.4517,293.9052
3.445,0,0,heuristic,0.0000,-0.0039,0.9980,-0.0008,-0.0063,0.0063,0.0040,1.7159,2.5000,9.5457,2.0645,27.9429,0.7178,3.0000,0.0000,2.0000,0,23.6757,332.2118,260.7416,296.4767,-35.7351,26.9315,27.1265,332.0169,314.7996
3.495,0,0,heuristic,0.0017,-0.0015,0.9981,0.0059,0.0044,0.0074,0.0057,1.7159,2.5000,9.5449,2.0645,27.9423,0.7179,3.0000,0.0000,2.0000,0,23.6757,428.9714,326.1820,377.5767,-51.3947,26.9202,27.1025,428.7892,380.2047
3.545,0,0,heuristic,0.0052,0.0036,0.9982,0.0193,0.0246,0.0312,-0.0053,1.7160,2.5000,9.5423,2.0645,27.9401,0.7179,3.0000,0.0000,2.0000,0,23.6757,425.0202,339.3096,382.1649,-42.8553,26.6627,27.2495,424.4334,393.2218
3.595,0,0,heuristic,0.0052,0.0036,0.9983,0.0193,0.0246,0.0312,0.0018,1.7161,2.5000,9.5368,2.0645,27.9357,0.7180,3.0000,0.0000,2.0000,0,23.6757,504.5064,361.6017,433.0540,-71.4523,26.6627,27.1563,504.0128,415.4206
3.645,0,0,heuristic,0.0114,0.0126,0.9984,0.0392,0.0543,0.0670,-0.0110,1.7161,2.5000,9.5368,2.0645,27.9357,0.7178,3.0000,0.0000,2.0000,0,23.6757,529.8929,317.3005,423.5967,-106.2962,26.2765,27.3244,528.8450,370.9013
3.695,0,0,heuristic,0.0199,0.0252,0.9985,0.0668,0.0962,0.1171,-0.0148,1.7164,2.5000,9.5271,2.0645,27.9276,0.7180,3.0000,0.0000,2.0000,0,23.6757,594.6516,294.4469,444.5493,-150.1024,25.7351,27.3812,593.0055,347.5632
3.745,0,0,heuristic,0.0323,0.0440,0.9984,0.1011,0.1491,0.1801,-0.0275,1.7168,2.5000,9.5136,2.0645,27.9164,0.7183,3.0000,0.0000,2.0000,0,23.6757,632.2867,397.4154,514.8511,-117.4357,25.0547,27.5659,629.7756,450.0359
3.795,0,0,heuristic,0.0472,0.0672,0.9982,0.1431,0.2159,0.2590,-0.0232,1.7173,2.5000,9.4938,2.0645,27.8996,0.7189,3.0000,0.0000,2.0000,0,23.6757,623.4966,439.2778,531.3872,-92.1094,24.2030,27.5326,620.1670,491.0134
3.845,0,0,heuristic,0.0667,0.0983,0.9976,0.1892,0.2923,0.3482,-0.0510,1.7180,2.5000,9.4697,2.0645,27.8789,0.7198,3.0000,0.0000,2.0000,0,23.6757,548.8284,495.0139,521.9211,-26.9072,23.2393,27.9417,544.1260,546.1949
3.895,0,0,heuristic,0.0667,0.0983,0.9968,0.1892,0.2923,0.3482,-0.0490,1.7188,2.5000,9.4378,2.0645,27.8509,0.7212,3.0000,0.0000,2.0000,0,23.6757,619.6024,524.8079,572.2052,-47.3973,23.2393,27.9681,614.8736,576.0153
3.946,0,0,heuristic,0.0886,0.1341,0.9956,0.2429,0.3832,0.4537,-0.0485,1.7188,2.5000,9.4378,2.0645,27.8509,0.7220,3.0000,0.0000,2.0000,0,23.6757,718.2088,567.4962,642.8525,-75.3563,22.1001,27.9992,712.3097,617.5956
3.995,0,0,heuristic,0.1163,0.1796,0.9937,0.3008,0.4816,0.5678,-0.0480,1.7198,2.5000,9.4015,2.0645,27.8187,0.7242,3.0000,0.0000,2.0000,0,23.6757,798.6325,540.0228,669.3277,-129.3048,20.8680,28.0798,791.4207,588.9707
4.045,0,0,heuristic,0.1465,0.2290,0.9925,0.3665,0.5909,0.6954,-0.0295,1.7210,2.5000,9.3556,2.0645,27.7779,0.7273,3.0000,0.0000,2.0000,0,23.6757,894.5070,535.0152,714.7611,-179.7459,19.4900,27.9065,886.0905,582.4117
4.095,0,0,heuristic,0.1833,0.2887,0.9904,0.4346,0.7023,0.8259,-0.0553,1.7223,2.5000,9.3056,2.0645,27.7336,0.7298,3.0000,0.0000,2.0000,0,23.6757,889.3901,645.0152,767.2026,-122.1874,18.0808,28.3598,879.1111,691.4558
4.145,0,0,heuristic,0.2222,0.3516,0.9885,0.5096,0.8240,0.9689,-0.0655,1.7240,2.5000,9.2449,2.0645,27.6802,0.7336,3.0000,0.0000,2.0000,0,23.6757,897.3236,665.3980,781.3608,-115.9628,16.5360,28.6058,885.2538,710.5398
4.195,0,0,heuristic,0.2222,0.3516,0.9864,0.5096,0.8240,0.9689,-0.0607,1.7257,2.5000,9.1809,2.0645,27.6240,0.7372,3.0000,0.0000,2.0000,0,23.6757,865.5497,662.5605,764.0551,-101.4946,16.5360,28.6617,853.4240,707.7581
4.245,0,0,heuristic,0.2678,0.4256,0.9833,0.5831,0.9437,1.1093,-0.0998,1.7257,2.5000,9.1809,2.0645,27.6240,0.7393,3.0000,0.0000,2.0000,0,23.6757,919.3839,695.9987,807.6913,-111.6926,15.0193,29.2843,905.1189,740.3023
