t,mode_code,shadow_mode,policy_source,x,y,yaw,vx,vy,speed,yaw_rate,psi_ref,u_ref,e_ct,chi_p,dist_to_wp,heading_error,pos_tol,hold_elapsed,hold_required,completed,seg_len,left_raw,right_raw,common_raw,diff_raw,delta_common,delta_diff,left_final,right_final
2.339,0,1,heuristic,-0.0055,-0.0440,0.9974,-0.0071,-0.0756,0.0759,0.0045,1.7153,2.5000,9.5985,2.0645,28.0515,0.7179,3.0000,0.0000,2.0000,0,23.6757,110.0000,110.0000,110.0000,0.0000,0.0000,0.0000,110.0000,110.0000
2.389,0,1,heuristic,-0.0051,-0.0471,0.9973,-0.0040,-0.0724,0.0725,0.0128,1.7153,2.5000,9.5998,2.0645,28.0548,0.7179,3.0000,0.0000,2.0000,0,23.6757,220.0000,220.0000,220.0000,0.0000,0.0000,0.0000,220.0000,220.0000
2.439,0,1,heuristic,-0.0046,-0.0496,0.9973,-0.0012,-0.0681,0.0681,0.0008,1.7153,2.5000,9.6009,2.0645,28.0579,0.7179,3.0000,0.0000,2.0000,0,23.6757,305.1179,239.4949,272.3064,-32.8115,0.0000,0.0000,305.1179,239.4949
2.489,0,1,heuristic,-0.0046,-0.0496,0.9973,-0.0012,-0.0681,0.0681,0.0035,1.7153,2.5000,9.6016,2.0645,28.0604,0.7180,3.0000,0.0000,2.0000,0,23.6757,332.2216,260.7396,296.4806,-35.7410,0.0000,0.0000,332.2216,260.7396
2.539,0,1,heuristic,-0.0030,-0.0504,0.9973,0.0050,-0.0577,0.0579,0.0088,1.7153,2.5000,9.6016,2.0645,28.0604,0.7180,3.0000,0.0000,2.0000,0,23.6757,429.2911,325.3598,377.3254,-51.9657,0.0000,0.0000,429.2911,325.3598
2.588,0,1,heuristic,-0.0030,-0.0504,0.9972,0.0050,-0.0577,0.0579,0.0018,1.7153,2.5000,9.6006,2.0645,28.0614,0.7181,3.0000,0.0000,2.0000,0,23.6757,425.5030,337.8080,381.6555,-43.8475,0.0000,0.0000,425.5030,337.8080
2.639,0,1,heuristic,0.0001,-0.0486,0.9972,0.0170,-0.0385,0.0421,0.0020,1.7153,2.5000,9.6006,2.0645,28.0614,0.7181,3.0000,0.0000,2.0000,0,23.6757,500.9886,357.0321,429.0103,-71.9783,0.0000,0.0000,500.9886,357.0321
2.689,0,1,heuristic,0.0060,-0.0426,0.9969,0.0362,-0.0080,0.0371,-0.0158,1.7155,2.5000,9.5970,2.0645,28.0601,0.7183,3.0000,0.0000,2.0000,0,23.6757,530.5640,312.8025,421.6833,-108.8807,0.0000,0.0000,530.5640,312.8025
2.739,0,1,heuristic,0.0143,-0.0326,0.9965,0.0636,0.0355,0.0729,-0.0148,1.7157,2.5000,9.5890,2.0645,28.0550,0.7188,3.0000,0.0000,2.0000,0,23.6757,585.4338,300.6991,443.0664,-142.3674,0.0000,0.0000,585.4338,300.6991
2.789,0,1,heuristic,0.0265,-0.0161,0.9957,0.0980,0.0916,0.1341,-0.0148,1.7160,2.5000,9.5769,2.0645,28.0463,0.7195,3.0000,0.0000,2.0000,0,23.6757,620.6631,386.3789,503.5210,-117.1421,0.0000,0.0000,620.6631,386.3789
