run_tag,route_name,completed,total_time_sec,distance_travelled_m,straight_line_dist_m,path_efficiency,mean_speed_mps,max_speed_mps,mean_abs_cte_m,rms_cte_m,max_abs_cte_m,waypoints_completed,mean_u_ref,mean_left_thrust,mean_right_thrust
route_zigzag.yaml_20260414_161919,route_zigzag.yaml_20260414_161919,1,121.600,214.629,149.107,0.6947,2.0126,3.4869,2.4566,4.1926,18.1423,9,2.3929,476.5352,467.3589
