run_tag,route_name,completed,total_time_sec,distance_travelled_m,straight_line_dist_m,path_efficiency,mean_speed_mps,max_speed_mps,mean_abs_cte_m,rms_cte_m,max_abs_cte_m,waypoints_completed,mean_u_ref,mean_left_thrust,mean_right_thrust
route_zigzag.yaml_20260414_120701,route_zigzag.yaml_20260414_120701,0,183.435,224.029,147.142,0.6568,1.3690,2.0682,4.8151,6.3779,17.9531,9,2.1958,333.7793,322.8334
