run_tag,route_name,completed,total_time_sec,distance_travelled_m,straight_line_dist_m,path_efficiency,mean_speed_mps,max_speed_mps,mean_abs_cte_m,rms_cte_m,max_abs_cte_m,waypoints_completed,mean_u_ref,mean_left_thrust,mean_right_thrust
route_straight.yaml_20260417_121825,route_straight.yaml_20260417_121825,1,87.900,195.316,183.135,0.9376,2.5017,3.4894,1.2926,2.3748,9.6536,9,2.6377,648.7981,636.5256
